"code_dep","code_commune","nom_commune","population_municipale","population_comptee_a_part"
"74","072",Chevaline,202,6
"74","073",Chevenoz,662,12
"74","074",Chevrier,626,7
"74","075",Chilly,1441,22
"74","076",Choisy,1660,43
"74","077",Clarafond-Arcine,1034,26
"74","078",Clermont,405,6
"74","079",Les Clefs,675,6
"74","080",La Clusaz,1709,53
"74","081",Cluses,16918,405
"74","082",Collonges-sous-Salève,3948,117
"74","083",Combloux,2104,115
"74","084",Cons-Sainte-Colombe,"",""
"74","085",Les Contamines-Montjoie,1118,47
"74","086",Contamine-Sarzin,722,12
"74","087",Contamine-sur-Arve,2204,152
"74","088",Copponex,1195,22
"74","089",Cordon,984,26
"74","090",Cornier,1385,20
"74","091",La Côte-d'Arbroz,362,2
"74","092",La Côte-d'Hyot,"",""
"74","093",Cran-Gevrier,"",""
"74","094",Cranves-Sales,6975,167
"74","095",Crempigny-Bonneguête,319,10
"74","096",Cruseilles,4502,315
"74","097",Cusy,1836,55
"74","098",Cuvat,1541,54
"74","099",Demi-Quartier,844,37
"74","100",Desingy,785,25
"74","101",Dingy-en-Vuache,709,17
"74","102",Dingy-Saint-Clair,1441,47
"74","103",Domancy,2195,76
"74","104",Doussard,3542,85
"74","105",Douvaine,6483,80
"74","106",Draillant,902,31
"74","107",Droisy,154,5
"74","108",Duingt,994,21
"74","109",Eloise,927,19
"74","110",Entremont,"",""
"74","111",Entrevernes,212,3
"74","112",Epagny Metz-Tessy,8196,198
"74","113",Esery,"",""
"74","114",Essert-Romand,512,6
"74","115",Esserts-Salève,"",""
"74","116",Etaux,2021,70
"74","117",Etercy,838,21
"74","118",Etrembières,2556,29
"74","119",Evian-les-Bains,9108,251
"74","120",Evires,"",""
"74","121",Excenevex,1168,17
"74","122",Faucigny,640,21
"74","123",Faverges-Seythenex,7609,227
"74","124",Feigères,1757,32
"74","125",Ferrières,"",""
"74","126",Fessy,990,31
"74","127",Féternes,1433,43
"74","128",Fillinges,3516,88
"74","129",La Forclaz,227,4
"74","130",Franclens,540,31
"74","131",Frangy,2052,39
"74","132",La Frasse,"",""
"74","133",Gaillard,10071,108
"74","134",Les Gets,1215,27
"74","135",Giez,525,8
"74","136",Le Grand-Bornand,2096,48
"74","137",Groisy,3900,147
"74","138",Gruffy,1522,62
"74","139",Habère-Lullin,1051,31
"74","140",Habère-Poche,1475,27
"74","141",Hauteville-sur-Fier,1029,26
"74","142",Héry-sur-Alby,983,31
"74","143",Les Houches,3007,80
"74","144",Jonzier-Epagny,827,20
"74","145",Juvigny,630,12
"74","146",Larringes,1506,46
"74","147",Lathuile,1008,26
"74","148",Leschaux,273,7
"74","149",LoÃ«x,"",""
"74","150",Loisin,1633,29
"74","151",Lornay,572,9
"74","152",Lovagny,1257,41
"74","153",Lucinges,1607,65
"74","154",Lugrin,2504,52
"74","155",Lullin,802,28
"74","156",Lully,690,13
"74","157",Lyaud,1741,63
"74","158",Machilly,1098,17
"74","159",Magland,3240,68
"74","160",Manigod,996,23
"74","161",Marcellaz-Albanais,1953,57
"74","162",Marcellaz,1052,18
"74","163",Margencel,2197,78
"74","164",Marignier,6372,185
"74","165",Marigny-Saint-Marcel,693,9
"74","166",Marin,1842,52
"74","167",Val de Chaise,1383,24
"74","168",Marlioz,1053,11
"74","169",Marnaz,5642,116
"74","170",Massingy,874,19
"74","171",Massongy,1534,34
"74","172",Maxilly-sur-Léman,1453,34
"74","173",Megève,3025,128
"74","174",Mégevette,590,25
"74","175",Meillerie,314,6
"74","176",Menthon-Saint-Bernard,1884,70
"74","177",Menthonnex-en-Bornes,1082,20
"74","178",Menthonnex-sous-Clermont,729,13
"74","179",Mésigny,780,27
"74","180",Messery,2150,50
"74","181",Metz-Tessy,"",""
"74","182",Meythet,"",""
"74","183",Mieussy,2421,64
"74","184",Minzier,1045,20
"74","185",Monnetier-Mornex,2318,45
"74","186",Montagny-les-Lanches,760,22
"74","187",Montmin,"",""
"74","188",Montriond,939,24
"74","189",Mont-Saxonnex,1667,54
"74","190",Morillon,676,13
"74","191",Morzine,2717,74
"74","192",Moye,983,37
"74","193",La Muraz,1061,11
"74","194",Mûres,881,24
"74","195",Musièges,420,8
"74","196",Nancy-sur-Cluses,465,15
"74","197",Nangy,1604,34
"74","198",Nâves-Parmelan,1006,40
"74","199",Nernier,378,7
"74","200",Neuvecelle,3122,95
"74","201",Neydens,2152,23
"74","202",Nonglard,719,8
"74","203",Novel,49,2
"74","204",Les Ollières,"",""
"74","205",Onnion,1288,29
"74","206",Orcier,1030,18
"74","207",Passeirier,"",""
"74","208",Passy,11233,423
"74","209",Peillonnex,1381,40
"74","210",Perrignier,1885,40
"74","211",Pers-Jussy,3108,90
"74","212",Glières-Val-de-Borne,1814,30
"74","213",Poisy,8233,359
"74","214",Pontchy,"",""
"74","215",Praz-sur-Arly,1241,36
"74","216",Présilly,1054,17
"74","217",Pringy,"",""
"74","218",Publier,7341,213
"74","219",Quintal,1252,50
"74","220",Reignier-Esery,8072,196
"74","221",Le Reposoir,536,21
"74","222",Reyvroz,504,9
"74","223",La Rivière-Enverse,470,5
"74","224",La Roche-sur-Foron,11149,342
"74","225",Rumilly,15768,377
"74","226",Saint-André-de-BoÃ«ge,575,12
"74","227",Saint-André-Val-de-Fier,"",""
"74","228",Saint-Blaise,351,12
"74","229",Saint-Cergues,3671,74
"74","230",Saint-Didier-en-Chablais,"",""
"74","231",Saint-Eusèbe,594,14
"74","232",Saint-Eustache,498,21
"74","233",Saint-Félix,2418,30
"74","234",Saint-Ferréol,876,22
"74","235",Saint-Germain-sur-Rhône,587,12
"74","236",Saint-Gervais-les-Bains,5604,130
"74","237",Saint-Gingolph,886,4
"74","238",Saint-Jean-d'Aulps,1558,26
"74","239",Saint-Jean-de-Sixt,1461,38
"74","240",Saint-Jean-de-Tholome,1007,28
"74","241",Saint-Jeoire,3370,101
"74","242",Saint-Jorioz,6008,200
"74","243",Saint-Julien-en-Genevois,15873,252
"74","244",Saint-Laurent,839,34
"74","245",Saint-Martin-Bellevue,"",""
"74","246",Saint-Martin-sur-Arve,"",""
"74","247",Saint-Maurice-de-Rumilly,"",""
"74","248",Saint-Nicolas-de-Véroce,"",""
"74","249",Saint-Paul-en-Chablais,2487,83
"74","250",Saint-Pierre-en-Faucigny,7091,139
"74","251",Saint-Roch,"",""
"74","252",Saint-Sigismond,585,33
"74","253",Saint-Sixt,1018,38
"74","254",Saint-Sylvestre,605,16
"74","255",Sales,2060,51
"74","256",Sallanches,16831,491
"74","257",Sallenôves,765,21
"74","258",SamoÃ«ns,2473,63
"74","259",Le Sappey,434,8
"74","260",Savigny,980,21
"74","261",Saxel,484,8
"74","262",Scientrier,1148,21
"74","263",Sciez,6348,144
"74","264",Scionzier,8932,138
"74","265",Serraval,702,72
"74","266",Servoz,1057,35
"74","267",Sevrier,4139,182
"74","268",Seynod,"",""
"74","269",Seyssel,2351,79
"74","270",Seythenex,"",""
"74","271",Seytroux,519,13
"74","272",Sillingy,5365,130
"74","273",Sixt-Fer-Ã -Cheval,759,18
"74","274",Val-de-Fier,"",""
"74","275",Talloires-Montmin,1948,67
"74","276",Taninges,3394,71
"74","277",Thairy,"",""
"74","278",Thyez,6330,150
"74","279",Thollon-les-Mémises,831,25
"74","280",Thônes,6598,284
"74","281",Thonon-les-Bains,35826,1147
"74","282",Fillière,9449,236
"74","283",Thusy,1131,19
"74","284",La Tour,1301,25
"74","285",Usinens,415,9
"74","286",Vacheresse,859,17
"74","287",Vailly,914,20
"74","288",Valleiry,4935,60
"74","289",Vallières-sur-Fier,2562,59
"74","290",Vallorcine,406,12
"74","291",Vanzy,336,4
"74","292",Vaulx,1022,30
"74","293",Veigy-Foncenex,3919,44
"74","294",Verchaix,755,20
"74","295",La Vernaz,343,5
"74","296",Vers,918,18
"74","297",Versonnex,610,25
"74","298",Vétraz-Monthoux,9003,264
"74","299",Veyrier-du-Lac,2276,82
"74","300",Vieugy,"",""
"74","301",Villard,905,19
"74","302",Les Villards-sur-Thônes,1071,37
"74","303",Villaz,3347,126
"74","304",Ville-en-Sallaz,933,10
"74","305",Ville-la-Grand,9050,119
"74","306",Villy-le-Bouveret,594,17
"74","307",Villy-le-Pelloux,989,16
"74","308",Vinzier,844,23
"74","309",Viry,5415,82
"74","310",Viuz-la-Chiésaz,1307,33
"74","311",Viuz-en-Sallaz,4454,78
"74","312",Vougy,1581,28
"74","313",Vovray-en-Bornes,555,11
"74","314",Vulbens,1630,55
"74","315",Yvoire,1067,19
"75","001",Alfortville,"",""
"75","002",Antony,"",""
"75","003",Arcueil,"",""
"75","004",Asnières,"",""
"75","005",Aubervilliers,"",""
"75","006",Bagnolet,"",""
"75","007",Bagneux,"",""
"75","008",Bobigny,"",""
"75","009",Bois-colombes,"",""
"75","010",Bondy,"",""
"75","011",Bonneuil-sur-marne,"",""
"75","012",Boulogne-billancourt,"",""
"75","013",Le bourget,"",""
"75","014",Bourg-la-reine,"",""
"75","015",Bry-sur-marne,"",""
"75","016",Cachan,"",""
"75","017",Champigny-sur-marne,"",""
"75","018",Charenton-le-pont,"",""
"75","019",Châtenay-Malabry,"",""
"75","020",Châtillon,"",""
"75","021",Chevilly-larue,"",""
"75","022",Choisy-le-roi,"",""
"75","023",Clamart,"",""
"75","024",Clichy,"",""
"75","025",Colombes,"",""
"75","026",Courbevoie,"",""
"75","027",La courneuve,"",""
"75","028",Créteil,"",""
"75","029",Drancy,"",""
"75","030",Dugny,"",""
"75","031",Epinay-sur-Seine,"",""
"75","032",Fontenay-aux-roses,"",""
"75","033",Fontenay-sous-bois,"",""
"75","034",Fresnes,"",""
"75","035",La garenne-colombes,"",""
"75","036",Gennevilliers,"",""
"75","037",Gentilly,"",""
"75","038",L'Haÿ-les-Roses,"",""
"75","039",L'Ile-Saint-Denis,"",""
"75","040",Issy-les-moulineaux,"",""
"75","041",Ivry-sur-seine,"",""
"75","042",Joinville-le-pont,"",""
"75","043",Le Kremlin-Bicêtre,"",""
"75","044",Levallois-perret,"",""
"75","045",Les lilas,"",""
"75","046",Maisons-alfort,"",""
"75","047",Malakoff,"",""
"75","048",Montreuil,"",""
"75","049",Montrouge,"",""
"75","050",Nanterre,"",""
"75","051",Neuilly-sur-seine,"",""
"75","052",Nogent-sur-marne,"",""
"75","053",Noisy-le-sec,"",""
"75","054",Orly,"",""
"75","055",Pantin,"",""
"75","056",Paris,"",""
"75","057",Les pavillons-sous-bois,"",""
"75","058",Le perreux-sur-marne,"",""
"75","059",Pierrefitte-sur-seine,"",""
"75","060",Le plessis-robinson,"",""
"75","061",Le Pré-Saint-Gervais,"",""
"75","062",Puteaux,"",""
"75","063",Romainville,"",""
"75","064",Rosny-sous-bois,"",""
"75","065",Rungis,"",""
"75","066",Saint-denis,"",""
"75","067",Saint-Mandé,"",""
"75","068",Saint-Maur-des-Fossés,"",""
"75","069",Saint-maurice,"",""
"75","070",Saint-ouen,"",""
"75","071",Sceaux,"",""
"75","072",Stains,"",""
"75","073",Suresnes,"",""
"75","074",Thiais,"",""
"75","075",Vanves,"",""
"75","076",Villejuif,"",""
"75","077",Villemomble,"",""
"75","078",Villeneuve-la-garenne,"",""
"75","079",Villetaneuse,"",""
"75","080",Vincennes,"",""
"75","081",Vitry-sur-seine,"",""
"75","101",Paris  1er,15917,138
"75","102",Paris  2e,21595,140
"75","103",Paris  3e,34025,281
"75","104",Paris  4e,29131,259
"75","105",Paris  5e,58227,670
"75","106",Paris  6e,40303,868
"75","107",Paris  7e,48888,793
"75","108",Paris  8e,35655,595
"75","109",Paris  9e,60026,537
"75","110",Paris 10e,86472,391
"75","111",Paris 11e,145208,820
"75","112",Paris 12e,139297,940
"75","113",Paris 13e,180005,1228
"75","114",Paris 14e,135592,976
"75","115",Paris 15e,230981,1687
"75","116",Paris 16e,165523,2254
"75","117",Paris 17e,166543,1432
"75","118",Paris 18e,192468,820
"75","119",Paris 19e,184573,998
"75","120",Paris 20e,194994,924
"76","001",Allouville-Bellefosse,1158,19
"76","002",Alvimare,622,9
"76","003",Ambourville,"",""
"76","004",Ambrumesnil,468,14
"76","005",Amfreville-la-Mi-Voie,3306,31
"76","006",Amfreville-les-Champs,173,4
"76","007",Anceaumeville,675,10
"76","008",Ancourt,630,10
"76","009",Ancourteville-sur-Héricourt,344,4
"76","010",Ancretiéville-Saint-Victor,373,6
"76","011",Ancretteville-sur-Mer,152,4
"76","012",Angerville-Bailleul,185,3
"76","013",Angerville-la-Martel,1078,30
"76","014",Angerville-l'Orcher,1405,15
"76","015",Angiens,512,11
"76","016",Anglesqueville-la-Bras-Long,121,2
"76","017",Anglesqueville-l'Esneval,648,6
"76","018",Val-de-Saâne,1491,33
"76","019",Anneville-sur-Scie,424,10
"76","020",Anneville-Ambourville,1189,23
"76","021",Annouville-Vilmesnil,467,7
"76","022",Anquetierville,338,13
"76","023",Anvéville,300,5
"76","024",Ardouval,157,4
"76","025",Argueil,344,8
"76","026",Arques-la-Bataille,2573,52
"76","027",Assigny,"",""
"76","028",Aubéguimont,187,1
"76","029",Aubermesnil-aux-Erables,199,3
"76","030",Aubermesnil-Beaumais,503,3
"76","031",Auberville-la-Campagne,"",""
"76","032",Auberville-la-Manuel,138,1
"76","033",Auberville-la-Renault,458,6
"76","034",Val-de-Scie,2535,22
"76","035",Aumale,1986,53
"76","036",Auppegard,692,19
"76","037",Auquemesnil,"",""
"76","038",Authieux-Ratiéville,399,3
"76","039",Les Authieux-sur-le-Port-Saint-Ouen,1261,26
"76","040",Autigny,308,0
"76","041",Les Hauts-de-Caux,1349,36
"76","042",Auvilliers,102,0
"76","043",Auzebosc,1130,361
"76","044",Auzouville-Auberbosc,"",""
"76","045",Auzouville-l'Esneval,358,9
"76","046",Auzouville-sur-Ry,702,12
"76","047",Auzouville-sur-Saâne,150,1
"76","048",Avesnes-en-Bray,297,6
"76","049",Avesnes-en-Val,280,6
"76","050",Avremesnil,1011,27
"76","051",Bacqueville-en-Caux,1910,39
"76","052",Bailleul-Neuville,221,1
"76","053",Baillolet,108,1
"76","054",Bailly-en-Rivière,522,4
"76","055",Baons-le-Comte,337,17
"76","056",Bardouville,632,6
"76","057",Barentin,12398,229
"76","058",Baromesnil,218,5
"76","059",Bazinval,417,11
"76","060",Beaubec-la-Rosière,497,13
"76","061",Beaufresne,"",""
"76","062",Beaumont-le-Hareng,261,3
"76","063",Beauval-en-Caux,472,10
"76","064",Beaurepaire,492,13
"76","065",Beaussault,411,4
"76","066",Beautot,149,4
"76","067",Beauvoir-en-Lyons,604,14
"76","068",Bec-de-Mortagne,643,17
"76","069",Belbeuf,2235,52
"76","070",Bellencombre,624,10
"76","071",Bellengreville,474,8
"76","072",Belleville-en-Caux,738,12
"76","073",Belleville-sur-Mer,"",""
"76","074",La Bellière,54,0
"76","075",Belmesnil,452,2
"76","076",Bénarville,267,5
"76","077",Bénesville,178,5
"76","078",Bennetot,"",""
"76","079",Bénouville,189,1
"76","080",Bermonville,"",""
"76","081",Berneval-le-Grand,"",""
"76","082",Bernières,637,6
"76","083",Bertheauville,99,1
"76","084",Bertreville,122,1
"76","085",Bertreville-Saint-Ouen,339,10
"76","086",Bertrimont,216,5
"76","087",Berville-en-Caux,680,10
"76","088",Berville-sur-Seine,545,9
"76","089",Betteville,"",""
"76","090",Beuzeville-la-Grenier,1244,17
"76","091",Beuzeville-la-Guérard,228,2
"76","092",Beuzevillette,634,10
"76","093",Bézancourt,357,13
"76","094",Bierville,325,3
"76","095",Bihorel,8264,166
"76","096",Biville-la-Baignarde,662,12
"76","097",Biville-la-Rivière,106,0
"76","098",Biville-sur-Mer,"",""
"76","099",Blacqueville,723,9
"76","100",Blainville-Crevon,1222,17
"76","101",Blangy-sur-Bresle,2907,34
"76","102",Bléville,"",""
"76","103",Bonsecours,6479,106
"76","104",Blosseville,252,14
"76","105",Le Bocasse,659,7
"76","106",Bois-d'Ennebourg,556,7
"76","107",Bois-Guilbert,299,4
"76","108",Bois-Guillaume,14592,404
"76","109",Bois-Héroult,182,4
"76","110",Bois-Himont,472,5
"76","111",Bois-l'Evêque,601,10
"76","112",Le Bois-Robert,353,8
"76","113",Boissay,406,6
"76","114",Bolbec,11610,136
"76","115",Bolleville,581,3
"76","116",Boos,3923,46
"76","117",Bordeaux-Saint-Clair,651,20
"76","118",Bornambusc,251,8
"76","119",Bosc-Bérenger,200,2
"76","120",Bosc-Bordel,452,10
"76","121",Bosc-Edeline,364,3
"76","122",Callengeville,509,8
"76","123",Bosc-Guérard-Saint-Adrien,1028,28
"76","124",Bosc-Hyons,434,8
"76","125",Bosc-le-Hard,1532,19
"76","126",Bosc-Mesnil,317,6
"76","127",Bosc-Roger-sur-Buchy,"",""
"76","128",Bosville,585,15
"76","129",Boudeville,206,6
"76","130",Bouelles,289,3
"76","131",La Bouille,722,10
"76","132",Bourdainville,465,2
"76","133",Le Bourg-Dun,431,9
"76","134",Bourville,300,4
"76","135",Bouville,987,13
"76","136",Brachy,723,11
"76","137",Bracquemont,"",""
"76","138",Bracquetuit,329,5
"76","139",Bradiancourt,220,3
"76","140",Brametot,199,2
"76","141",Bréauté,1359,13
"76","142",Brémontier-Merval,454,126
"76","143",Bretteville-du-Grand-Caux,1360,22
"76","144",Bretteville-Saint-Laurent,154,2
"76","145",Brunville,"",""
"76","146",Buchy,2840,102
"76","147",Bully,913,23
"76","148",Bures-en-Bray,326,4
"76","149",Butot,284,5
"76","150",Butot-en-Caux,"",""
"76","151",Cailleville,262,10
"76","152",Cailly,763,4
"76","153",Calleville-les-Deux-Eglises,324,3
"76","154",Campneuseville,475,12
"76","155",Canehan,377,3
"76","156",Canouville,342,9
"76","157",Canteleu,13846,373
"76","158",Canville-les-Deux-Eglises,326,2
"76","159",Cany-Barville,3046,56
"76","160",Carville-la-Folletière,417,10
"76","161",Carville-Pot-de-Fer,100,3
"76","162",Le Catelier,270,5
"76","163",Catenay,672,10
"76","164",Rives-en-Seine,4148,66
"76","165",Caudebec-lès-Elbeuf,9949,67
"76","166",Le Caule-Sainte-Beuve,482,4
"76","167",Cauville-sur-Mer,1594,27
"76","168",Les Cent-Acres,65,1
"76","169",La Cerlangue,1276,114
"76","170",La Chapelle-du-Bourgay,118,1
"76","171",La Chapelle-Saint-Ouen,135,1
"76","172",La Chapelle-sur-Dun,158,3
"76","173",La Chaussée,542,6
"76","174",Cideville,404,5
"76","175",Clais,260,7
"76","176",Clasville,343,7
"76","177",Claville-Motteville,284,6
"76","178",Cléon,4924,25
"76","179",Clères,1377,16
"76","180",Cleuville,190,8
"76","181",Cléville,154,2
"76","182",Cliponville,262,2
"76","183",Colleville,763,19
"76","184",Colmesnil-Manneville,109,3
"76","185",Compainville,166,4
"76","186",Conteville,496,3
"76","187",Contremoulins,162,3
"76","188",Cottévrard,476,4
"76","189",Crasville-la-Mallet,153,6
"76","190",Crasville-la-Rocquefort,208,3
"76","191",Cressy,"",""
"76","192",Criel-sur-Mer,2630,54
"76","193",La Crique,341,5
"76","194",Criquebeuf-en-Caux,402,3
"76","195",Criquetot-le-Mauconduit,177,1
"76","196",Criquetot-l'Esneval,2562,90
"76","197",Criquetot-sur-Longueville,221,2
"76","198",Criquetot-sur-Ouville,802,19
"76","199",Criquiers,691,10
"76","200",Critot,458,12
"76","201",Croisy-sur-Andelle,534,4
"76","202",Croixdalle,318,4
"76","203",Croix-Mare,757,7
"76","204",Cropus,254,1
"76","205",Crosville-sur-Scie,248,2
"76","206",Cuverville,345,5
"76","207",Cuverville-sur-Yères,196,6
"76","208",Cuy-Saint-Fiacre,665,17
"76","209",Dampierre-en-Bray,442,8
"76","210",Dampierre-Saint-Nicolas,460,2
"76","211",Dancourt,231,2
"76","212",Darnétal,9788,84
"76","213",Daubeuf-Serville,401,9
"76","214",Dénestanville,265,1
"76","215",Derchigny,"",""
"76","216",Déville-lès-Rouen,10654,75
"76","217",Dieppe,28241,468
"76","218",Doudeauville,98,2
"76","219",Doudeville,2477,45
"76","220",Douvrend,523,12
"76","221",Drosay,194,5
"76","222",Duclair,4073,53
"76","223",Ecalles-Alix,514,6
"76","224",Ecrainville,977,19
"76","225",Ecretteville-lès-Baons,377,12
"76","226",Ecretteville-sur-Mer,163,2
"76","227",Ectot-l'Auber,698,11
"76","228",Ectot-lès-Baons,392,7
"76","229",Elbeuf-en-Bray,406,14
"76","230",Elbeuf-sur-Andelle,475,6
"76","231",Elbeuf,16224,126
"76","232",Eletot,643,9
"76","233",Ellecourt,151,4
"76","234",Emanville,712,11
"76","235",Envermeu,2022,155
"76","236",Envronville,349,1
"76","237",Epinay-sur-Duclair,509,8
"76","238",Epouville,2654,39
"76","239",Epretot,776,14
"76","240",Epreville,1013,13
"76","241",Ermenouville,139,6
"76","242",Ernemont-la-Villette,195,4
"76","243",Ernemont-sur-Buchy,294,2
"76","244",Esclavelles,385,6
"76","245",Eslettes,1619,16
"76","246",Les Essarts-Varimpré,"",""
"76","247",Esteville,495,4
"76","248",Estouteville-Ecalles,"",""
"76","249",Etaimpuis,827,11
"76","250",Etainhus,1205,27
"76","251",Etalleville,442,3
"76","252",Etalondes,1036,28
"76","253",Etoutteville,826,14
"76","254",Etretat,1237,6
"76","255",Eu,6716,200
"76","256",Eurville,"",""
"76","257",Fallencourt,183,2
"76","258",Terres-de-Caux,4193,112
"76","259",Fécamp,18041,288
"76","260",Ferrières-en-Bray,1675,19
"76","261",La Ferté-Saint-Samson,458,11
"76","262",Fesques,134,2
"76","263",La Feuillie,1289,22
"76","264",Flamanville,484,11
"76","265",Flamets-Frétils,163,8
"76","266",Flocques,705,15
"76","267",La Folletière,"",""
"76","268",Fongueusemare,185,5
"76","269",Fontaine-en-Bray,173,3
"76","270",Fontaine-la-Mallet,2633,53
"76","271",Fontaine-le-Bourg,1809,18
"76","272",Fontaine-le-Dun,899,17
"76","273",Fontaine-sous-Préaux,541,15
"76","274",La Fontelaye,28,0
"76","275",Fontenay,1521,24
"76","276",Forges-les-Eaux,3812,198
"76","277",Le Fossé,"",""
"76","278",Foucarmont,797,13
"76","279",Foucart,359,10
"76","280",Fréauville,132,1
"76","281",La Frénaye,2093,45
"76","282",Freneuse,953,9
"76","283",Fresles,238,4
"76","284",Fresnay-le-Long,331,5
"76","285",Fresne-le-Plan,574,8
"76","286",Fresnoy-Folny,672,7
"76","287",Fresquiennes,1017,13
"76","288",Freulleville,364,4
"76","289",Saint Martin de l'If,1726,24
"76","290",Frichemesnil,398,11
"76","291",Froberville,1194,26
"76","292",Fry,144,3
"76","293",Fultot,236,0
"76","294",La Gaillarde,384,8
"76","295",Gaillefontaine,1224,9
"76","296",Gainneville,2526,31
"76","297",Gancourt-Saint-Etienne,230,7
"76","298",Ganzeville,468,5
"76","299",Gerponville,391,4
"76","300",Gerville,431,4
"76","301",Glicourt,"",""
"76","302",Goderville,2864,41
"76","303",Gommerville,729,9
"76","304",Gonfreville-Caillot,369,1
"76","305",Gonfreville-l'Orcher,9124,59
"76","306",Gonnetot,178,2
"76","307",Gonneville-la-Mallet,1371,20
"76","308",Gonneville-sur-Scie,503,8
"76","309",Gonzeville,123,2
"76","310",Gouchaupre,"",""
"76","311",Goupillières,425,5
"76","312",Gournay-en-Bray,6041,97
"76","313",Gouy,888,14
"76","314",Graimbouville,615,9
"76","315",Grainville-la-Teinturière,1077,18
"76","316",Grainville-sur-Ry,442,4
"76","317",Grainville-Ymauville,433,12
"76","318",Grand-Camp,737,27
"76","319",Grand-Couronne,9739,191
"76","320",Grandcourt,328,4
"76","321",Les Grandes-Ventes,1783,27
"76","322",Le Grand-Quevilly,25963,250
"76","323",Graval,155,2
"76","324",Grèges,848,15
"76","325",Grémonville,438,5
"76","326",Greny,"",""
"76","327",Greuville,374,5
"76","328",Grigneuseville,375,5
"76","329",Gruchet-le-Valasse,3175,37
"76","330",Gruchet-Saint-Siméon,686,20
"76","331",Grugny,1008,5
"76","332",Grumesnil,423,2
"76","333",Guerville,464,5
"76","334",Gueures,528,19
"76","335",Gueutteville,88,0
"76","336",Gueutteville-les-Grès,377,11
"76","337",Guilmécourt,"",""
"76","338",La Hallotière,224,1
"76","339",Le Hanouard,257,3
"76","340",Harcanville,523,7
"76","341",Harfleur,8349,65
"76","342",Hattenville,715,17
"76","343",Haucourt,193,4
"76","344",Haudricourt,407,10
"76","345",Haussez,281,2
"76","346",Hautot-l'Auvray,316,8
"76","347",Hautot-le-Vatois,356,6
"76","348",Hautot-Saint-Sulpice,687,8
"76","349",Hautot-sur-Mer,1891,71
"76","350",Hautot-sur-Seine,399,7
"76","351",Le Havre,168290,1830
"76","352",La Haye,372,3
"76","353",Héberville,107,6
"76","354",Hénouville,1323,14
"76","355",Héricourt-en-Caux,950,13
"76","356",Hermanville,115,2
"76","357",Hermeville,355,16
"76","358",Le Héron,247,1
"76","359",Héronchelles,143,2
"76","360",Heugleville-sur-Scie,634,8
"76","361",Heuqueville,715,10
"76","362",Heurteauville,299,7
"76","363",Hodeng-au-Bosc,575,8
"76","364",Hodeng-Hodenger,272,5
"76","365",Houdetot,187,0
"76","366",Le Houlme,4107,29
"76","367",Houppeville,2907,47
"76","368",Houquetot,338,6
"76","369",La Houssaye-Béranger,534,7
"76","370",Hugleville-en-Caux,427,3
"76","371",Les Ifs,71,0
"76","372",Illois,410,3
"76","373",Imbleville,305,6
"76","374",Incheville,1234,15
"76","375",Ingouville,274,14
"76","376",Intraville,"",""
"76","377",Isneauville,3546,72
"76","378",Jumièges,1704,34
"76","379",Lamberville,192,2
"76","380",Lammerville,316,8
"76","381",Landes-Vieilles-et-Neuves,131,1
"76","382",Lanquetot,1161,13
"76","383",Lestanville,96,0
"76","384",Lillebonne,8797,145
"76","385",Limésy,1496,53
"76","386",Limpiville,380,6
"76","387",Lindebeuf,389,7
"76","388",Lintot,472,3
"76","389",Lintot-les-Bois,187,7
"76","390",Les Loges,1106,21
"76","391",La Londe,2338,66
"76","392",Londinières,1264,14
"76","393",Longmesnil,49,0
"76","394",Longroy,630,5
"76","395",Longueil,561,11
"76","396",Longuerue,334,2
"76","397",Longueville-sur-Scie,992,25
"76","398",Louvetot,747,6
"76","399",Lucy,196,1
"76","400",Luneray,2169,36
"76","401",Arelaune-en-Seine,2522,44
"76","402",Malaunay,6143,48
"76","403",Malleville-les-Grès,204,3
"76","404",Manéglise,1228,22
"76","405",Manéhouville,224,1
"76","406",Maniquerville,421,6
"76","407",Manneville-ès-Plains,304,8
"76","408",Manneville-la-Goupil,1035,14
"76","409",Mannevillette,892,13
"76","410",Maromme,10663,135
"76","411",Marques,233,1
"76","412",Martainville-Epreville,714,11
"76","413",Martigny,426,6
"76","414",Martin-Eglise,1603,51
"76","415",Massy,334,5
"76","416",Mathonville,327,5
"76","417",Maucomble,415,3
"76","418",Maulévrier-Sainte-Gertrude,1000,20
"76","419",Mauny,164,6
"76","420",Mauquenchy,358,6
"76","421",Mélamare,922,14
"76","422",Melleville,266,8
"76","423",Ménerval,168,2
"76","424",Ménonval,228,1
"76","425",Mentheville,293,5
"76","426",Mésangueville,161,1
"76","427",Mesnières-en-Bray,937,249
"76","428",Le Mesnil-Durdent,17,3
"76","429",Le Mesnil-Esnard,7886,341
"76","430",Mesnil-Follemprise,120,3
"76","431",Le Mesnil-Lieubray,97,3
"76","432",Mesnil-Mauger,245,4
"76","433",Mesnil-Panneville,729,7
"76","434",Mesnil-Raoul,1090,7
"76","435",Le Mesnil-Réaume,793,16
"76","436",Le Mesnil-sous-Jumièges,619,4
"76","437",Meulers,553,5
"76","438",Millebosc,244,5
"76","439",Mirville,342,9
"76","440",Molagnies,197,4
"76","441",Monchaux-Soreng,633,11
"76","442",Monchy-sur-Eu,591,9
"76","443",Mont-Cauvaire,840,16
"76","444",Mont-de-l'If,"",""
"76","445",Montérolier,600,7
"76","446",Montigny,1271,17
